id,job_key,job_name,company,title,location,category,tag,text
tenex_ai_threat_hunter_4398844661__requirement__038,tenex_ai_threat_hunter_4398844661,Tenex AI Threat Hunter,Tenex AI,Threat Hunter,,requirement,,"Proficiency in scripting languages (Python, PowerShell, etc.) for automating threat detection and analysis."
tenex_ai_threat_hunter_4398844661__requirement__039,tenex_ai_threat_hunter_4398844661,Tenex AI Threat Hunter,Tenex AI,Threat Hunter,,requirement,,"Interest in applying automation and/or artificial intelligence and machine learning techniques to cybersecurity tasks, such as threat detection, anomaly detection, and security automation."
tenex_ai_threat_hunter_4398844661__requirement__040,tenex_ai_threat_hunter_4398844661,Tenex AI Threat Hunter,Tenex AI,Threat Hunter,,requirement,,"Hands-on experience with security analytics, log management, threat hunting, and incident response"
tenex_ai_threat_hunter_4398844661__preferred__041,tenex_ai_threat_hunter_4398844661,Tenex AI Threat Hunter,Tenex AI,Threat Hunter,,preferred,,Hands-on experience with Google SecOps platform (Google Chronicle) is a strong plus.
tenex_ai_threat_hunter_4398844661__preferred__042,tenex_ai_threat_hunter_4398844661,Tenex AI Threat Hunter,Tenex AI,Threat Hunter,,preferred,,"Hands-on experience with the Microsoft security platform (Sentinel, Defender) is a plus."
tenex_ai_threat_hunter_4398844661__requirement__043,tenex_ai_threat_hunter_4398844661,Tenex AI Threat Hunter,Tenex AI,Threat Hunter,,requirement,,"Strong understanding of cybersecurity concepts and frameworks (e.g., NIST, Mitre, ISO, Killl Chain)."
tenex_ai_threat_hunter_4398844661__requirement__044,tenex_ai_threat_hunter_4398844661,Tenex AI Threat Hunter,Tenex AI,Threat Hunter,,requirement,,"Experience with AI/ML tools for cybersecurity, such as intrusion detection systems (IDS), SIEM tools, and security automation platforms."
tenex_ai_threat_hunter_4398844661__requirement__045,tenex_ai_threat_hunter_4398844661,Tenex AI Threat Hunter,Tenex AI,Threat Hunter,,requirement,,"Proficiency in scripting languages (e.g., Python, PowerShell) for automation and integration."
tenex_ai_threat_hunter_4398844661__requirement__046,tenex_ai_threat_hunter_4398844661,Tenex AI Threat Hunter,Tenex AI,Threat Hunter,,requirement,,"Knowledge of security technologies such as firewalls, endpoint protection, IDS/IPS, and threat intelligence platforms."
tenex_ai_threat_hunter_4398844661__preferred__047,tenex_ai_threat_hunter_4398844661,Tenex AI Threat Hunter,Tenex AI,Threat Hunter,,preferred,,Practical experience working with Google SecOps tools and Chronicle for centralized threat intelligence and event correlation a plus.
tenex_ai_threat_hunter_4398844661__requirement__048,tenex_ai_threat_hunter_4398844661,Tenex AI Threat Hunter,Tenex AI,Threat Hunter,,requirement,,Strong analytical and problem-solving skills.
tenex_ai_threat_hunter_4398844661__requirement__049,tenex_ai_threat_hunter_4398844661,Tenex AI Threat Hunter,Tenex AI,Threat Hunter,,requirement,,"Team player, ability work with internal teams and external customers."
tenex_ai_threat_hunter_4398844661__requirement__050,tenex_ai_threat_hunter_4398844661,Tenex AI Threat Hunter,Tenex AI,Threat Hunter,,requirement,,"Ability to work under pressure in a fast-paced, dynamic environment."
tenex_ai_threat_hunter_4398844661__requirement__051,tenex_ai_threat_hunter_4398844661,Tenex AI Threat Hunter,Tenex AI,Threat Hunter,,requirement,,"Experience with security orchestration, automation, and response (SOAR) platforms."
tenex_ai_threat_hunter_4398844661__requirement__052,tenex_ai_threat_hunter_4398844661,Tenex AI Threat Hunter,Tenex AI,Threat Hunter,,requirement,,"Exposure to cloud security platforms (e.g., AWS, Azure, Google Cloud) and the associated risks."
tenex_ai_threat_hunter_4398844661__requirement__053,tenex_ai_threat_hunter_4398844661,Tenex AI Threat Hunter,Tenex AI,Threat Hunter,,requirement,,Opportunity to work with cutting-edge AI-driven cybersecurity technologies and Google SecOps solutions.
tenex_ai_threat_hunter_4398844661__requirement__054,tenex_ai_threat_hunter_4398844661,Tenex AI Threat Hunter,Tenex AI,Threat Hunter,,requirement,,Collaborate with a talented and innovative team focused on continuously improving security operations.
tenex_ai_threat_hunter_4398844661__requirement__055,tenex_ai_threat_hunter_4398844661,Tenex AI Threat Hunter,Tenex AI,Threat Hunter,,requirement,,"A culture of growth and development, with opportunities to expand your knowledge in AI, cybersecurity, and emerging technologies."
tenex_ai_threat_hunter_4398844661__requirement__056,tenex_ai_threat_hunter_4398844661,Tenex AI Threat Hunter,Tenex AI,Threat Hunter,,requirement,,"If you're passionate about combining cybersecurity expertise with artificial intelligence and have experience with Google SecOps and Chronicle, we encourage you to apply!"
noblesoft_technologies_cyber_threat_intelligence_specialist_threat_hunter_w2_role_4400782222__overview__001,noblesoft_technologies_cyber_threat_intelligence_specialist_threat_hunter_w2_role_4400782222,Noblesoft Technologies Cyber Threat Intelligence Specialist Threat Hunter W2 Role,Noblesoft Technologies,Cyber Threat Intelligence Specialist Threat Hunter W2 Role,,overview,,Role :- -Cyber threat intelligence Specialist (Threat Hunter)
noblesoft_technologies_cyber_threat_intelligence_specialist_threat_hunter_w2_role_4400782222__requirement__002,noblesoft_technologies_cyber_threat_intelligence_specialist_threat_hunter_w2_role_4400782222,Noblesoft Technologies Cyber Threat Intelligence Specialist Threat Hunter W2 Role,Noblesoft Technologies,Cyber Threat Intelligence Specialist Threat Hunter W2 Role,,requirement,,11 years of working experience with 5+ experience in cyber threat intelligence.
noblesoft_technologies_cyber_threat_intelligence_specialist_threat_hunter_w2_role_4400782222__overview__003,noblesoft_technologies_cyber_threat_intelligence_specialist_threat_hunter_w2_role_4400782222,Noblesoft Technologies Cyber Threat Intelligence Specialist Threat Hunter W2 Role,Noblesoft Technologies,Cyber Threat Intelligence Specialist Threat Hunter W2 Role,,overview,,Threat Intelligence and Insider Threat Program
noblesoft_technologies_cyber_threat_intelligence_specialist_threat_hunter_w2_role_4400782222__overview__004,noblesoft_technologies_cyber_threat_intelligence_specialist_threat_hunter_w2_role_4400782222,Noblesoft Technologies Cyber Threat Intelligence Specialist Threat Hunter W2 Role,Noblesoft Technologies,Cyber Threat Intelligence Specialist Threat Hunter W2 Role,,overview,,Strong understanding of various types of threat intelligence and how to operationalize them
noblesoft_technologies_cyber_threat_intelligence_specialist_threat_hunter_w2_role_4400782222__overview__005,noblesoft_technologies_cyber_threat_intelligence_specialist_threat_hunter_w2_role_4400782222,Noblesoft Technologies Cyber Threat Intelligence Specialist Threat Hunter W2 Role,Noblesoft Technologies,Cyber Threat Intelligence Specialist Threat Hunter W2 Role,,overview,,Expertise in converting Threat intelligence to YARA and SIGMA rules
noblesoft_technologies_cyber_threat_intelligence_specialist_threat_hunter_w2_role_4400782222__overview__006,noblesoft_technologies_cyber_threat_intelligence_specialist_threat_hunter_w2_role_4400782222,Noblesoft Technologies Cyber Threat Intelligence Specialist Threat Hunter W2 Role,Noblesoft Technologies,Cyber Threat Intelligence Specialist Threat Hunter W2 Role,,overview,,Expertise in working on at least 2 DRP solutions
noblesoft_technologies_cyber_threat_intelligence_specialist_threat_hunter_w2_role_4400782222__requirement__007,noblesoft_technologies_cyber_threat_intelligence_specialist_threat_hunter_w2_role_4400782222,Noblesoft Technologies Cyber Threat Intelligence Specialist Threat Hunter W2 Role,Noblesoft Technologies,Cyber Threat Intelligence Specialist Threat Hunter W2 Role,,requirement,,"Good knowledge of PCI-DSS, HIPAA and ISO27001"
noblesoft_technologies_cyber_threat_intelligence_specialist_threat_hunter_w2_role_4400782222__overview__008,noblesoft_technologies_cyber_threat_intelligence_specialist_threat_hunter_w2_role_4400782222,Noblesoft Technologies Cyber Threat Intelligence Specialist Threat Hunter W2 Role,Noblesoft Technologies,Cyber Threat Intelligence Specialist Threat Hunter W2 Role,,overview,,Strong understanding of OT security and related intelligence
noblesoft_technologies_cyber_threat_intelligence_specialist_threat_hunter_w2_role_4400782222__overview__009,noblesoft_technologies_cyber_threat_intelligence_specialist_threat_hunter_w2_role_4400782222,Noblesoft Technologies Cyber Threat Intelligence Specialist Threat Hunter W2 Role,Noblesoft Technologies,Cyber Threat Intelligence Specialist Threat Hunter W2 Role,,overview,,Operational experience in driving CTEM
noblesoft_technologies_cyber_threat_intelligence_specialist_threat_hunter_w2_role_4400782222__overview__010,noblesoft_technologies_cyber_threat_intelligence_specialist_threat_hunter_w2_role_4400782222,Noblesoft Technologies Cyber Threat Intelligence Specialist Threat Hunter W2 Role,Noblesoft Technologies,Cyber Threat Intelligence Specialist Threat Hunter W2 Role,,overview,,Expertise in building Dashboards
noblesoft_technologies_cyber_threat_intelligence_specialist_threat_hunter_w2_role_4400782222__overview__011,noblesoft_technologies_cyber_threat_intelligence_specialist_threat_hunter_w2_role_4400782222,Noblesoft Technologies Cyber Threat Intelligence Specialist Threat Hunter W2 Role,Noblesoft Technologies,Cyber Threat Intelligence Specialist Threat Hunter W2 Role,,overview,,Incumbent should carry continual system improvement mindset and able to demonstrate in work.
cfocus_software_incorporated_cyber_threat_hunter_4384085282__overview__001,cfocus_software_incorporated_cyber_threat_hunter_4384085282,Cfocus Software Incorporated Cyber Threat Hunter,Cfocus Software Incorporated,Cyber Threat Hunter,,overview,,"cFocus Software seeks a Mid Level Cyber Threat Hunter to join our program supporting US Courts in Washington, DC."
cfocus_software_incorporated_cyber_threat_hunter_4384085282__requirement__002,cfocus_software_incorporated_cyber_threat_hunter_4384085282,Cfocus Software Incorporated Cyber Threat Hunter,Cfocus Software Incorporated,Cyber Threat Hunter,,requirement,,3- 5 years of experience
cfocus_software_incorporated_cyber_threat_hunter_4384085282__overview__003,cfocus_software_incorporated_cyber_threat_hunter_4384085282,Cfocus Software Incorporated Cyber Threat Hunter,Cfocus Software Incorporated,Cyber Threat Hunter,,overview,,"performing threat hunts & incident response activities for cloud-based and non-cloud-based environments, such as:"
cfocus_software_incorporated_cyber_threat_hunter_4384085282__overview__004,cfocus_software_incorporated_cyber_threat_hunter_4384085282,Cfocus Software Incorporated Cyber Threat Hunter,Cfocus Software Incorporated,Cyber Threat Hunter,,overview,,performing hypothesis-based threat hunt & incident response utilizing
cfocus_software_incorporated_cyber_threat_hunter_4384085282__overview__005,cfocus_software_incorporated_cyber_threat_hunter_4384085282,Cfocus Software Incorporated Cyber Threat Hunter,Cfocus Software Incorporated,Cyber Threat Hunter,,overview,,collecting and analyzing data from compromised systems using EDR agents (e.g.
cfocus_software_incorporated_cyber_threat_hunter_4384085282__requirement__006,cfocus_software_incorporated_cyber_threat_hunter_4384085282,Cfocus Software Incorporated Cyber Threat Hunter,Cfocus Software Incorporated,Cyber Threat Hunter,,requirement,,3-5 years of experience
cfocus_software_incorporated_cyber_threat_hunter_4384085282__overview__007,cfocus_software_incorporated_cyber_threat_hunter_4384085282,Cfocus Software Incorporated Cyber Threat Hunter,Cfocus Software Incorporated,Cyber Threat Hunter,,overview,,for threat hunting within Microsoft Azure;
cfocus_software_incorporated_cyber_threat_hunter_4384085282__overview__008,cfocus_software_incorporated_cyber_threat_hunter_4384085282,Cfocus Software Incorporated Cyber Threat Hunter,Cfocus Software Incorporated,Cyber Threat Hunter,,overview,,for vulnerability management;
cfocus_software_incorporated_cyber_threat_hunter_4384085282__overview__009,cfocus_software_incorporated_cyber_threat_hunter_4384085282,Cfocus Software Incorporated Cyber Threat Hunter,Cfocus Software Incorporated,Cyber Threat Hunter,,overview,,for analyzing network traffic flow;
cfocus_software_incorporated_cyber_threat_hunter_4384085282__overview__010,cfocus_software_incorporated_cyber_threat_hunter_4384085282,Cfocus Software Incorporated Cyber Threat Hunter,Cfocus Software Incorporated,Cyber Threat Hunter,,overview,,GIAC Certified Intrusion Analyst (GCIA)
cfocus_software_incorporated_cyber_threat_hunter_4384085282__overview__011,cfocus_software_incorporated_cyber_threat_hunter_4384085282,Cfocus Software Incorporated Cyber Threat Hunter,Cfocus Software Incorporated,Cyber Threat Hunter,,overview,,GIAC Certified Incident Handler (GCIH)
cfocus_software_incorporated_cyber_threat_hunter_4384085282__overview__012,cfocus_software_incorporated_cyber_threat_hunter_4384085282,Cfocus Software Incorporated Cyber Threat Hunter,Cfocus Software Incorporated,Cyber Threat Hunter,,overview,,GIAC Continuous Monitoring (GMON)
cfocus_software_incorporated_cyber_threat_hunter_4384085282__overview__013,cfocus_software_incorporated_cyber_threat_hunter_4384085282,Cfocus Software Incorporated Cyber Threat Hunter,Cfocus Software Incorporated,Cyber Threat Hunter,,overview,,GIAC Defending Advanced Threats (GDAT)
cfocus_software_incorporated_cyber_threat_hunter_4384085282__overview__014,cfocus_software_incorporated_cyber_threat_hunter_4384085282,Cfocus Software Incorporated Cyber Threat Hunter,Cfocus Software Incorporated,Cyber Threat Hunter,,overview,,Provide incident response services after an incident is declared and provides a service that proactively searches for security incidents that would not normally be detected through automated alerting.
cfocus_software_incorporated_cyber_threat_hunter_4384085282__overview__015,cfocus_software_incorporated_cyber_threat_hunter_4384085282,Cfocus Software Incorporated Cyber Threat Hunter,Cfocus Software Incorporated,Cyber Threat Hunter,,overview,,The Threat Hunt mission is to explore datasets across the judicial fabric to identify unique anomalies that may be indicative of threat actor activity based on the assumption that the adversary is already present in the judicial fabric.
cfocus_software_incorporated_cyber_threat_hunter_4384085282__overview__016,cfocus_software_incorporated_cyber_threat_hunter_4384085282,Cfocus Software Incorporated Cyber Threat Hunter,Cfocus Software Incorporated,Cyber Threat Hunter,,overview,,"Accept and respond to government technical requests through the AOUSC ITSM ticket (e.g., HEAT or Service Now), for threat hunt support."
cfocus_software_incorporated_cyber_threat_hunter_4384085282__overview__017,cfocus_software_incorporated_cyber_threat_hunter_4384085282,Cfocus Software Incorporated Cyber Threat Hunter,Cfocus Software Incorporated,Cyber Threat Hunter,,overview,,"Threat hunt targets include cloud-based and non-cloud-based applications such as: Microsoft Azure, Microsoft O365, Microsoft Active Directory, and Cloud Access Security Brokers (i.e., Zscaler)."
cfocus_software_incorporated_cyber_threat_hunter_4384085282__overview__018,cfocus_software_incorporated_cyber_threat_hunter_4384085282,Cfocus Software Incorporated Cyber Threat Hunter,Cfocus Software Incorporated,Cyber Threat Hunter,,overview,,Review and analyze risk-based Security information and event management (SIEM) alerts when developing hunt hypotheses.
cfocus_software_incorporated_cyber_threat_hunter_4384085282__overview__019,cfocus_software_incorporated_cyber_threat_hunter_4384085282,Cfocus Software Incorporated Cyber Threat Hunter,Cfocus Software Incorporated,Cyber Threat Hunter,,overview,,Review open-source intelligence about threat actors when developing hunt hypotheses.
cfocus_software_incorporated_cyber_threat_hunter_4384085282__overview__020,cfocus_software_incorporated_cyber_threat_hunter_4384085282,Cfocus Software Incorporated Cyber Threat Hunter,Cfocus Software Incorporated,Cyber Threat Hunter,,overview,,"Plan, conduct, and document iterative, hypothesis based, tactics, techniques, and procedures (TTP) hunts utilizing the agile scrum project management methodology."
cfocus_software_incorporated_cyber_threat_hunter_4384085282__overview__021,cfocus_software_incorporated_cyber_threat_hunter_4384085282,Cfocus Software Incorporated Cyber Threat Hunter,Cfocus Software Incorporated,Cyber Threat Hunter,,overview,,"At the conclusion of each hunt, propose, discuss, and document custom searches for automated detection of threat actor activity based on the hunt hypothesis."
cfocus_software_incorporated_cyber_threat_hunter_4384085282__overview__022,cfocus_software_incorporated_cyber_threat_hunter_4384085282,Cfocus Software Incorporated Cyber Threat Hunter,Cfocus Software Incorporated,Cyber Threat Hunter,,overview,,"Configure, deploy, and troubleshoot Endpoint Detection and Response agents (e.g., CrowdStrike and Sysmon)."
cfocus_software_incorporated_cyber_threat_hunter_4384085282__overview__023,cfocus_software_incorporated_cyber_threat_hunter_4384085282,Cfocus Software Incorporated Cyber Threat Hunter,Cfocus Software Incorporated,Cyber Threat Hunter,,overview,,Collect and analyze data from compromised systems using EDR agents and custom scripts provided by the AOUSC.
cfocus_software_incorporated_cyber_threat_hunter_4384085282__overview__024,cfocus_software_incorporated_cyber_threat_hunter_4384085282,Cfocus Software Incorporated Cyber Threat Hunter,Cfocus Software Incorporated,Cyber Threat Hunter,,overview,,Track and document cyber defense incidents from initial detection through final resolution.
cfocus_software_incorporated_cyber_threat_hunter_4384085282__overview__025,cfocus_software_incorporated_cyber_threat_hunter_4384085282,Cfocus Software Incorporated Cyber Threat Hunter,Cfocus Software Incorporated,Cyber Threat Hunter,,overview,,Participate in government led after action reviews of incidents.
cfocus_software_incorporated_cyber_threat_hunter_4384085282__requirement__026,cfocus_software_incorporated_cyber_threat_hunter_4384085282,Cfocus Software Incorporated Cyber Threat Hunter,Cfocus Software Incorporated,Cyber Threat Hunter,,requirement,,: Hunt hypotheses describe how an actor might operate in the network while remaining undetected.
cfocus_software_incorporated_cyber_threat_hunter_4384085282__requirement__027,cfocus_software_incorporated_cyber_threat_hunter_4384085282,Cfocus Software Incorporated Cyber Threat Hunter,Cfocus Software Incorporated,Cyber Threat Hunter,,requirement,,The hypothesis describes what is expected to happen if the hypothesis is true and what is expected to happen if the hypothesis is false.
cfocus_software_incorporated_cyber_threat_hunter_4384085282__requirement__028,cfocus_software_incorporated_cyber_threat_hunter_4384085282,Cfocus Software Incorporated Cyber Threat Hunter,Cfocus Software Incorporated,Cyber Threat Hunter,,requirement,,"The hypothesis contains all data required, is free from errors in grammar, spelling, content, and submitted in the specified times that are stated in the deliverable section."
cfocus_software_incorporated_cyber_threat_hunter_4384085282__requirement__029,cfocus_software_incorporated_cyber_threat_hunter_4384085282,Cfocus Software Incorporated Cyber Threat Hunter,Cfocus Software Incorporated,Cyber Threat Hunter,,requirement,,: Hunt reports describe the original hypothesis and all iterations.
cfocus_software_incorporated_cyber_threat_hunter_4384085282__requirement__030,cfocus_software_incorporated_cyber_threat_hunter_4384085282,Cfocus Software Incorporated Cyber Threat Hunter,Cfocus Software Incorporated,Cyber Threat Hunter,,requirement,,"At each stage, the report details how the hypothesis was tested and the results."
cfocus_software_incorporated_cyber_threat_hunter_4384085282__requirement__031,cfocus_software_incorporated_cyber_threat_hunter_4384085282,Cfocus Software Incorporated Cyber Threat Hunter,Cfocus Software Incorporated,Cyber Threat Hunter,,requirement,,"The reports contain all data required, is free from errors in grammar, spelling, content, and submitted in the specified times that are stated in the deliverable section."
cfocus_software_incorporated_cyber_threat_hunter_4384085282__overview__032,cfocus_software_incorporated_cyber_threat_hunter_4384085282,Cfocus Software Incorporated Cyber Threat Hunter,Cfocus Software Incorporated,Cyber Threat Hunter,,overview,,Document and test detection logic for automated detection of threat actor activity based on hunt hypothesis.
cfocus_software_incorporated_cyber_threat_hunter_4384085282__overview__033,cfocus_software_incorporated_cyber_threat_hunter_4384085282,Cfocus Software Incorporated Cyber Threat Hunter,Cfocus Software Incorporated,Cyber Threat Hunter,,overview,,Detection logic in the form of Splunk Enterprise Security (ES) searches that are run at proposed intervals.
cfocus_software_incorporated_cyber_threat_hunter_4384085282__overview__034,cfocus_software_incorporated_cyber_threat_hunter_4384085282,Cfocus Software Incorporated Cyber Threat Hunter,Cfocus Software Incorporated,Cyber Threat Hunter,,overview,,: Timely Advanced SME IR Support for Priority 1 Security Events.
cfocus_software_incorporated_cyber_threat_hunter_4384085282__overview__035,cfocus_software_incorporated_cyber_threat_hunter_4384085282,Cfocus Software Incorporated Cyber Threat Hunter,Cfocus Software Incorporated,Cyber Threat Hunter,,overview,,Document all incident details in an incident report.
cfocus_software_incorporated_cyber_threat_hunter_4384085282__overview__036,cfocus_software_incorporated_cyber_threat_hunter_4384085282,Cfocus Software Incorporated Cyber Threat Hunter,Cfocus Software Incorporated,Cyber Threat Hunter,,overview,,"Report shall include executive summary, details of incident, security impact of incident, timeline of incident, and actions taken."
cfocus_software_incorporated_cyber_threat_hunter_4384085282__overview__037,cfocus_software_incorporated_cyber_threat_hunter_4384085282,Cfocus Software Incorporated Cyber Threat Hunter,Cfocus Software Incorporated,Cyber Threat Hunter,,overview,,"to the AOUSC Program Manager that documents all activities, tasks, tickets and documents worked on."
cfocus_software_incorporated_cyber_threat_hunter_4384085282__overview__038,cfocus_software_incorporated_cyber_threat_hunter_4384085282,Cfocus Software Incorporated Cyber Threat Hunter,Cfocus Software Incorporated,Cyber Threat Hunter,,overview,,Standard Operation Procedures (SOPs)
cfocus_software_incorporated_cyber_threat_hunter_4384085282__overview__039,cfocus_software_incorporated_cyber_threat_hunter_4384085282,Cfocus Software Incorporated Cyber Threat Hunter,Cfocus Software Incorporated,Cyber Threat Hunter,,overview,,and playbooks for security use cases.
cfocus_software_incorporated_senior_threat_hunter_4384079554__overview__001,cfocus_software_incorporated_senior_threat_hunter_4384079554,Cfocus Software Incorporated Senior Threat Hunter,Cfocus Software Incorporated,Senior Threat Hunter,,overview,,"cFocus Software seeks a Threat Hunter to support the Administrative Offices of the United States Courts (AOUSC) in Washington, DC."
cfocus_software_incorporated_senior_threat_hunter_4384079554__overview__002,cfocus_software_incorporated_senior_threat_hunter_4384079554,Cfocus Software Incorporated Senior Threat Hunter,Cfocus Software Incorporated,Senior Threat Hunter,,overview,,This position will require 4 days a week onsite at the Thurgood Marshall Building and 1 day remote with hours of 8am- 4:30pm.
cfocus_software_incorporated_senior_threat_hunter_4384079554__requirement__003,cfocus_software_incorporated_senior_threat_hunter_4384079554,Cfocus Software Incorporated Senior Threat Hunter,Cfocus Software Incorporated,Senior Threat Hunter,,requirement,,Ability to obtain a Public Trust
cfocus_software_incorporated_senior_threat_hunter_4384079554__requirement__004,cfocus_software_incorporated_senior_threat_hunter_4384079554,Cfocus Software Incorporated Senior Threat Hunter,Cfocus Software Incorporated,Senior Threat Hunter,,requirement,,5 years of experience
cfocus_software_incorporated_senior_threat_hunter_4384079554__overview__005,cfocus_software_incorporated_senior_threat_hunter_4384079554,Cfocus Software Incorporated Senior Threat Hunter,Cfocus Software Incorporated,Senior Threat Hunter,,overview,,"performing threat hunts & incident response activities for cloud-based and non-cloud-based environments, such as:"
cfocus_software_incorporated_senior_threat_hunter_4384079554__overview__006,cfocus_software_incorporated_senior_threat_hunter_4384079554,Cfocus Software Incorporated Senior Threat Hunter,Cfocus Software Incorporated,Senior Threat Hunter,,overview,,performing hypothesis-based threat hunt & incident response utilizing
cfocus_software_incorporated_senior_threat_hunter_4384079554__overview__007,cfocus_software_incorporated_senior_threat_hunter_4384079554,Cfocus Software Incorporated Senior Threat Hunter,Cfocus Software Incorporated,Senior Threat Hunter,,overview,,collecting and analyzing data from compromised systems using EDR agents (e.g.
cfocus_software_incorporated_senior_threat_hunter_4384079554__overview__008,cfocus_software_incorporated_senior_threat_hunter_4384079554,Cfocus Software Incorporated Senior Threat Hunter,Cfocus Software Incorporated,Senior Threat Hunter,,overview,,for threat hunting within Microsoft Azure;
cfocus_software_incorporated_senior_threat_hunter_4384079554__overview__009,cfocus_software_incorporated_senior_threat_hunter_4384079554,Cfocus Software Incorporated Senior Threat Hunter,Cfocus Software Incorporated,Senior Threat Hunter,,overview,,for vulnerability management;
cfocus_software_incorporated_senior_threat_hunter_4384079554__overview__010,cfocus_software_incorporated_senior_threat_hunter_4384079554,Cfocus Software Incorporated Senior Threat Hunter,Cfocus Software Incorporated,Senior Threat Hunter,,overview,,for analyzing network traffic flow;
cfocus_software_incorporated_senior_threat_hunter_4384079554__overview__011,cfocus_software_incorporated_senior_threat_hunter_4384079554,Cfocus Software Incorporated Senior Threat Hunter,Cfocus Software Incorporated,Senior Threat Hunter,,overview,,GIAC Certified Intrusion Analyst (GCIA)
cfocus_software_incorporated_senior_threat_hunter_4384079554__overview__012,cfocus_software_incorporated_senior_threat_hunter_4384079554,Cfocus Software Incorporated Senior Threat Hunter,Cfocus Software Incorporated,Senior Threat Hunter,,overview,,GIAC Certified Incident Handler (GCIH)
cfocus_software_incorporated_senior_threat_hunter_4384079554__overview__013,cfocus_software_incorporated_senior_threat_hunter_4384079554,Cfocus Software Incorporated Senior Threat Hunter,Cfocus Software Incorporated,Senior Threat Hunter,,overview,,GIAC Continuous Monitoring (GMON)
cfocus_software_incorporated_senior_threat_hunter_4384079554__overview__014,cfocus_software_incorporated_senior_threat_hunter_4384079554,Cfocus Software Incorporated Senior Threat Hunter,Cfocus Software Incorporated,Senior Threat Hunter,,overview,,GIAC Defending Advanced Threats (GDAT)
cfocus_software_incorporated_senior_threat_hunter_4384079554__overview__015,cfocus_software_incorporated_senior_threat_hunter_4384079554,Cfocus Software Incorporated Senior Threat Hunter,Cfocus Software Incorporated,Senior Threat Hunter,,overview,,Provide incident response services after an incident is declared and provides a service that proactively searches for security incidents that would not normally be detected through automated alerting.
cfocus_software_incorporated_senior_threat_hunter_4384079554__overview__016,cfocus_software_incorporated_senior_threat_hunter_4384079554,Cfocus Software Incorporated Senior Threat Hunter,Cfocus Software Incorporated,Senior Threat Hunter,,overview,,The Threat Hunt mission is to explore datasets across the judicial fabric to identify unique anomalies that may be indicative of threat actor activity based on the assumption that the adversary is already present in the judicial fabric.
cfocus_software_incorporated_senior_threat_hunter_4384079554__overview__017,cfocus_software_incorporated_senior_threat_hunter_4384079554,Cfocus Software Incorporated Senior Threat Hunter,Cfocus Software Incorporated,Senior Threat Hunter,,overview,,"The extended mission is to conduct counterintelligence, build threat actor dossiers, disrupt adversary operations, identify misconfigurations/ vulnerabilities, and identify visibility/detection gaps, if any."
cfocus_software_incorporated_senior_threat_hunter_4384079554__overview__018,cfocus_software_incorporated_senior_threat_hunter_4384079554,Cfocus Software Incorporated Senior Threat Hunter,Cfocus Software Incorporated,Senior Threat Hunter,,overview,,Human analytical thinking is imperative to the primary and extended missions as it is up to the threat hunter to find signs of an intrusion that have bypassed the automatic detection process that may already be in place.
cfocus_software_incorporated_senior_threat_hunter_4384079554__overview__019,cfocus_software_incorporated_senior_threat_hunter_4384079554,Cfocus Software Incorporated Senior Threat Hunter,Cfocus Software Incorporated,Senior Threat Hunter,,overview,,"Accept and respond to government technical requests through the AOUSC ITSM ticket (e.g., HEAT or Service Now), for threat hunt support."
cfocus_software_incorporated_senior_threat_hunter_4384079554__overview__020,cfocus_software_incorporated_senior_threat_hunter_4384079554,Cfocus Software Incorporated Senior Threat Hunter,Cfocus Software Incorporated,Senior Threat Hunter,,overview,,"Threat hunt targets include cloud-based and non-cloud-based applications such as: Microsoft Azure, Microsoft O365, Microsoft Active Directory, and Cloud Access Security Brokers (i.e., Zscaler)."
cfocus_software_incorporated_senior_threat_hunter_4384079554__overview__021,cfocus_software_incorporated_senior_threat_hunter_4384079554,Cfocus Software Incorporated Senior Threat Hunter,Cfocus Software Incorporated,Senior Threat Hunter,,overview,,Review and analyze risk-based Security information and event management (SIEM) alerts when developing hunt hypotheses.
cfocus_software_incorporated_senior_threat_hunter_4384079554__overview__022,cfocus_software_incorporated_senior_threat_hunter_4384079554,Cfocus Software Incorporated Senior Threat Hunter,Cfocus Software Incorporated,Senior Threat Hunter,,overview,,Review open-source intelligence about threat actors when developing hunt hypotheses.
cfocus_software_incorporated_senior_threat_hunter_4384079554__overview__023,cfocus_software_incorporated_senior_threat_hunter_4384079554,Cfocus Software Incorporated Senior Threat Hunter,Cfocus Software Incorporated,Senior Threat Hunter,,overview,,"Plan, conduct, and document iterative, hypothesis based, tactics, techniques, and procedures (TTP) hunts utilizing the agile scrum project management methodology."
cfocus_software_incorporated_senior_threat_hunter_4384079554__overview__024,cfocus_software_incorporated_senior_threat_hunter_4384079554,Cfocus Software Incorporated Senior Threat Hunter,Cfocus Software Incorporated,Senior Threat Hunter,,overview,,"At the conclusion of each hunt, propose, discuss, and document custom searches for automated detection of threat actor activity based on the hunt hypothesis."
cfocus_software_incorporated_senior_threat_hunter_4384079554__overview__025,cfocus_software_incorporated_senior_threat_hunter_4384079554,Cfocus Software Incorporated Senior Threat Hunter,Cfocus Software Incorporated,Senior Threat Hunter,,overview,,"Configure, deploy, and troubleshoot Endpoint Detection and Response agents (e.g., CrowdStrike and Sysmon)."
